Year,Month,Cost Centre,Account,Account Description,Account Type,Amount
2019,Aug,CC200,2000003,Property Expenses,Expense,247.073
2019,Aug,CC200,2000005,Purchases,Expense,792.678
2019,Aug,CC200,3000000,Cash at Bank,Asset,-983.234
2019,Aug,CC200,3000001,Inventory,Asset,636.47
2019,Aug,CC200,3000002,Accounts Receivable,Asset,221.146
2019,Aug,CC200,4000001,Accounts Payable,Liability,-788
2019,Aug,CC201,1000000,Product Sales,Revenue,1163.754
2019,Aug,CC201,1000001,Licensing Revenue,Revenue,262.244
2019,Aug,CC201,1000002,Service Revenue,Revenue,1292.91
2019,Aug,CC201,1000004,Fee Revenue,Revenue,837.067
2019,Aug,CC201,2000000,Cost of Good Sold,Expense,894.355
2019,Aug,CC201,2000001,Staff Expenses,Expense,813.572
2019,Aug,CC201,2000002,Technology Expenses,Expense,566.751
2019,Aug,CC201,2000003,Property Expenses,Expense,710.542
2019,Aug,CC201,2000005,Purchases,Expense,765.421
2019,Aug,CC201,3000000,Cash at Bank,Asset,347.19
2019,Aug,CC201,3000001,Inventory,Asset,661.534
2019,Aug,CC201,3000002,Accounts Receivable,Asset,808.706
2019,Aug,CC201,4000001,Accounts Payable,Liability,398
2019,Aug,CC202,1000000,Product Sales,Revenue,762.812
2019,Aug,CC202,1000001,Licensing Revenue,Revenue,557.191
2019,Aug,CC202,1000002,Service Revenue,Revenue,916.687
2019,Aug,CC202,1000004,Fee Revenue,Revenue,891.434
2019,Aug,CC202,2000000,Cost of Good Sold,Expense,811.412
2019,Aug,CC202,2000001,Staff Expenses,Expense,585.905
2019,Aug,CC202,2000002,Technology Expenses,Expense,324.611
2019,Aug,CC202,2000003,Property Expenses,Expense,499.224
2019,Aug,CC202,2000005,Purchases,Expense,499.992
2019,Aug,CC202,3000000,Cash at Bank,Asset,-875.28
2019,Aug,CC202,3000001,Inventory,Asset,697.31
2019,Aug,CC202,3000002,Accounts Receivable,Asset,676.456
2019,Aug,CC202,4000001,Accounts Payable,Liability,-980
2019,Aug,CC300,1000000,Product Sales,Revenue,640.485
2019,Aug,CC300,1000001,Licensing Revenue,Revenue,342.045
2019,Aug,CC300,1000002,Service Revenue,Revenue,1151.301
2019,Aug,CC300,1000004,Fee Revenue,Revenue,948.002
2019,Aug,CC300,2000000,Cost of Good Sold,Expense,440.359
2019,Aug,CC300,2000001,Staff Expenses,Expense,676.194
2019,Aug,CC300,2000002,Technology Expenses,Expense,513.126
2019,Aug,CC300,2000003,Property Expenses,Expense,629.334
2019,Aug,CC300,2000005,Purchases,Expense,399.234
2019,Aug,CC300,3000000,Cash at Bank,Asset,1009.296
2019,Aug,CC300,3000001,Inventory,Asset,799.437
2019,Aug,CC300,3000002,Accounts Receivable,Asset,972.75
2019,Aug,CC300,4000001,Accounts Payable,Liability,-388
2019,Aug,CC301,1000000,Product Sales,Revenue,318.381
2019,Aug,CC301,1000001,Licensing Revenue,Revenue,226.354
2019,Aug,CC301,1000002,Service Revenue,Revenue,905.501
2019,Aug,CC301,1000004,Fee Revenue,Revenue,274.598
2019,Aug,CC301,2000000,Cost of Good Sold,Expense,283.872
2019,Aug,CC301,2000001,Staff Expenses,Expense,502.983
2019,Aug,CC301,2000002,Technology Expenses,Expense,359.518
2019,Aug,CC301,2000003,Property Expenses,Expense,401.68
2019,Aug,CC301,2000005,Purchases,Expense,334.527
2019,Aug,CC301,3000000,Cash at Bank,Asset,412.83
2019,Aug,CC301,3000001,Inventory,Asset,629.976
2019,Aug,CC301,3000002,Accounts Receivable,Asset,289.407
2019,Aug,CC301,4000001,Accounts Payable,Liability,590
2019,Aug,CC302,1000000,Product Sales,Revenue,251.312
2019,Aug,CC302,1000001,Licensing Revenue,Revenue,415.161
2019,Aug,CC302,1000002,Service Revenue,Revenue,559.015
2019,Aug,CC302,1000004,Fee Revenue,Revenue,439.3
2019,Aug,CC302,2000000,Cost of Good Sold,Expense,92.717
2019,Aug,CC302,2000001,Staff Expenses,Expense,284.201
2019,Aug,CC302,2000002,Technology Expenses,Expense,242.05
2019,Aug,CC302,2000003,Property Expenses,Expense,284.184
2019,Aug,CC302,2000005,Purchases,Expense,86.385
2019,Aug,CC302,3000000,Cash at Bank,Asset,-615.173
2019,Aug,CC302,3000001,Inventory,Asset,784.8
2019,Aug,CC302,3000002,Accounts Receivable,Asset,150.216
2019,Aug,CC302,4000001,Accounts Payable,Liability,-982
2019,Sep,CC100,1000000,Product Sales,Revenue,925.275
2019,Sep,CC100,1000001,Licensing Revenue,Revenue,235.756
2019,Sep,CC100,1000002,Service Revenue,Revenue,687.01
2019,Sep,CC100,1000004,Fee Revenue,Revenue,822.053
2019,Sep,CC100,2000000,Cost of Good Sold,Expense,552.245
2019,Sep,CC100,2000001,Staff Expenses,Expense,370.041
2019,Sep,CC100,2000002,Technology Expenses,Expense,261.714
2019,Sep,CC100,2000003,Property Expenses,Expense,355.394
2019,Sep,CC100,2000005,Purchases,Expense,555.321
2019,Sep,CC100,3000000,Cash at Bank,Asset,-711.17
2019,Sep,CC100,3000001,Inventory,Asset,679.1
2019,Sep,CC100,3000002,Accounts Receivable,Asset,301.682
2019,Sep,CC100,4000001,Accounts Payable,Liability,-592
2019,Sep,CC101,1000000,Product Sales,Revenue,653.258
2019,Sep,CC101,1000001,Licensing Revenue,Revenue,129.78
2019,Sep,CC101,1000002,Service Revenue,Revenue,600.736
2019,Sep,CC101,1000004,Fee Revenue,Revenue,408.13
2019,Sep,CC101,2000000,Cost of Good Sold,Expense,449.605
2019,Sep,CC101,2000001,Staff Expenses,Expense,507.426
2019,Sep,CC101,2000002,Technology Expenses,Expense,285.511
2019,Sep,CC101,2000003,Property Expenses,Expense,326.922
2019,Sep,CC101,2000005,Purchases,Expense,324.632
2019,Sep,CC101,3000000,Cash at Bank,Asset,613.721
2019,Sep,CC101,3000001,Inventory,Asset,616.848
2019,Sep,CC101,3000002,Accounts Receivable,Asset,159.526
2019,Sep,CC101,4000001,Accounts Payable,Liability,590
2019,Sep,CC102,1000000,Product Sales,Revenue,1055.516
2019,Sep,CC102,1000001,Licensing Revenue,Revenue,250.569
2019,Sep,CC102,1000002,Service Revenue,Revenue,1813.914
2019,Sep,CC102,1000004,Fee Revenue,Revenue,732.177
2019,Sep,CC102,2000000,Cost of Good Sold,Expense,705.816
2019,Sep,CC102,2000001,Staff Expenses,Expense,868.389
2019,Sep,CC102,2000002,Technology Expenses,Expense,711.518
2019,Sep,CC102,2000003,Property Expenses,Expense,960.701
2019,Sep,CC102,2000005,Purchases,Expense,647.34
2019,Sep,CC102,3000000,Cash at Bank,Asset,33.31
2019,Sep,CC102,3000001,Inventory,Asset,606.355
2019,Sep,CC102,3000002,Accounts Receivable,Asset,880.809
2019,Sep,CC102,4000001,Accounts Payable,Liability,394
2019,Sep,CC200,1000000,Product Sales,Revenue,1013.342
2019,Sep,CC200,1000001,Licensing Revenue,Revenue,71.16
2019,Sep,CC200,1000002,Service Revenue,Revenue,107.242
2019,Sep,CC200,1000004,Fee Revenue,Revenue,832.306
2019,Sep,CC200,2000000,Cost of Good Sold,Expense,608.547
2019,Sep,CC200,2000001,Staff Expenses,Expense,113.997
2019,Sep,CC200,2000002,Technology Expenses,Expense,35.656
2019,Sep,CC200,2000003,Property Expenses,Expense,349.425
2019,Sep,CC200,2000005,Purchases,Expense,576.257
2019,Sep,CC200,3000000,Cash at Bank,Asset,-114.252
2019,Sep,CC200,3000001,Inventory,Asset,594.71
2019,Sep,CC200,3000002,Accounts Receivable,Asset,525.229
2019,Sep,CC200,4000001,Accounts Payable,Liability,-786
2019,Sep,CC201,1000000,Product Sales,Revenue,1321.609
2019,Sep,CC201,1000001,Licensing Revenue,Revenue,176.227
2019,Sep,CC201,1000002,Service Revenue,Revenue,1698.786
2019,Sep,CC201,1000004,Fee Revenue,Revenue,581.702
2019,Sep,CC201,2000000,Cost of Good Sold,Expense,328.605
2019,Sep,CC201,2000001,Staff Expenses,Expense,1172.347
2019,Sep,CC201,2000002,Technology Expenses,Expense,722.036
2019,Sep,CC201,2000003,Property Expenses,Expense,779.164
2019,Sep,CC201,2000005,Purchases,Expense,305.41
2019,Sep,CC201,3000000,Cash at Bank,Asset,-285.162
2019,Sep,CC201,3000001,Inventory,Asset,614.872
2019,Sep,CC201,3000002,Accounts Receivable,Asset,862.337
2019,Sep,CC201,4000001,Accounts Payable,Liability,588
2019,Sep,CC202,1000000,Product Sales,Revenue,1152.836
2019,Sep,CC202,1000001,Licensing Revenue,Revenue,183.342
2019,Sep,CC202,1000002,Service Revenue,Revenue,957.357
2019,Sep,CC202,1000004,Fee Revenue,Revenue,253.664
2019,Sep,CC202,2000000,Cost of Good Sold,Expense,675.913
2019,Sep,CC202,2000001,Staff Expenses,Expense,576.61
2019,Sep,CC202,2000002,Technology Expenses,Expense,388.573
2019,Sep,CC202,2000003,Property Expenses,Expense,449.294
2019,Sep,CC202,2000005,Purchases,Expense,668.991
2019,Sep,CC202,3000000,Cash at Bank,Asset,153.91
2019,Sep,CC202,3000001,Inventory,Asset,610.394
2019,Sep,CC202,3000002,Accounts Receivable,Asset,225.694
2019,Sep,CC202,4000001,Accounts Payable,Liability,986
2019,Sep,CC300,1000000,Product Sales,Revenue,33.566
2019,Sep,CC300,1000001,Licensing Revenue,Revenue,145.549
2019,Sep,CC300,1000002,Service Revenue,Revenue,547.712
2019,Sep,CC300,1000004,Fee Revenue,Revenue,96.287
2019,Sep,CC300,2000000,Cost of Good Sold,Expense,20.523
2019,Sep,CC300,2000001,Staff Expenses,Expense,128.998
2019,Sep,CC300,2000002,Technology Expenses,Expense,203.084
2019,Sep,CC300,2000003,Property Expenses,Expense,43.1
2019,Sep,CC300,2000005,Purchases,Expense,18.847
2019,Sep,CC300,3000000,Cash at Bank,Asset,-894.294
2019,Sep,CC300,3000001,Inventory,Asset,805.247
2019,Sep,CC300,3000002,Accounts Receivable,Asset,251.533
2019,Sep,CC300,4000001,Accounts Payable,Liability,-984
2019,Sep,CC301,1000000,Product Sales,Revenue,931.978
2019,Sep,CC301,1000001,Licensing Revenue,Revenue,139.417
2019,Sep,CC301,1000002,Service Revenue,Revenue,715.052
2019,Sep,CC301,1000004,Fee Revenue,Revenue,690.843
2019,Sep,CC301,2000000,Cost of Good Sold,Expense,630.78
2019,Sep,CC301,2000001,Staff Expenses,Expense,433.682
2019,Sep,CC301,2000002,Technology Expenses,Expense,306.848
2019,Sep,CC301,2000003,Property Expenses,Expense,340.549
2019,Sep,CC301,2000005,Purchases,Expense,545.627
2019,Sep,CC301,3000000,Cash at Bank,Asset,516.353
2019,Sep,CC301,3000001,Inventory,Asset,579.84
2019,Sep,CC301,3000002,Accounts Receivable,Asset,234.527
2019,Sep,CC301,4000001,Accounts Payable,Liability,980
2019,Sep,CC302,1000000,Product Sales,Revenue,889.962
2019,Sep,CC302,1000001,Licensing Revenue,Revenue,208.891
2019,Sep,CC302,1000002,Service Revenue,Revenue,639.321
2019,Sep,CC302,1000004,Fee Revenue,Revenue,310.492
2019,Sep,CC302,2000000,Cost of Good Sold,Expense,519.278
2019,Sep,CC302,2000001,Staff Expenses,Expense,411.114
2019,Sep,CC302,2000002,Technology Expenses,Expense,279.986
2019,Sep,CC302,2000003,Property Expenses,Expense,380.44
2019,Sep,CC302,2000005,Purchases,Expense,513.226
2019,Sep,CC302,3000000,Cash at Bank,Asset,251.662
2019,Sep,CC302,3000001,Inventory,Asset,704.236
2019,Sep,CC302,3000002,Accounts Receivable,Asset,295.66
2019,Sep,CC302,4000001,Accounts Payable,Liability,584
2019,Oct,CC100,1000000,Product Sales,Revenue,547.475
2019,Oct,CC100,1000001,Licensing Revenue,Revenue,83.792
2019,Oct,CC100,1000002,Service Revenue,Revenue,843.052
2019,Oct,CC100,1000004,Fee Revenue,Revenue,554.602
2019,Oct,CC100,2000000,Cost of Good Sold,Expense,217.664
2019,Oct,CC100,2000001,Staff Expenses,Expense,677.113
2019,Oct,CC100,2000002,Technology Expenses,Expense,361.569
2019,Oct,CC100,2000003,Property Expenses,Expense,416.637
2019,Oct,CC100,2000005,Purchases,Expense,200.468
2019,Oct,CC100,3000000,Cash at Bank,Asset,278.292
2019,Oct,CC100,3000001,Inventory,Asset,663.398
2019,Oct,CC100,3000002,Accounts Receivable,Asset,408.003
2019,Oct,CC100,4000001,Accounts Payable,Liability,980
2019,Oct,CC101,1000000,Product Sales,Revenue,458.926
2019,Oct,CC101,1000001,Licensing Revenue,Revenue,15.002
2019,Oct,CC101,1000002,Service Revenue,Revenue,1252.382
2019,Oct,CC101,1000004,Fee Revenue,Revenue,788.258
2019,Oct,CC101,2000000,Cost of Good Sold,Expense,322.854
2019,Oct,CC101,2000001,Staff Expenses,Expense,806.415
2019,Oct,CC101,2000002,Technology Expenses,Expense,504.36
2019,Oct,CC101,2000003,Property Expenses,Expense,594.086
2019,Oct,CC101,2000005,Purchases,Expense,229.368
2019,Oct,CC101,3000000,Cash at Bank,Asset,777.965
2019,Oct,CC101,3000001,Inventory,Asset,614.31
2019,Oct,CC101,3000002,Accounts Receivable,Asset,382.509
2019,Oct,CC101,4000001,Accounts Payable,Liability,982
2019,Oct,CC102,1000000,Product Sales,Revenue,748.684
2019,Oct,CC102,1000001,Licensing Revenue,Revenue,86.107
2019,Oct,CC102,1000002,Service Revenue,Revenue,585.976
2019,Oct,CC102,1000004,Fee Revenue,Revenue,556.855
2019,Oct,CC102,2000000,Cost of Good Sold,Expense,526.253
2019,Oct,CC102,2000001,Staff Expenses,Expense,336.407
2019,Oct,CC102,2000002,Technology Expenses,Expense,150.649
2019,Oct,CC102,2000003,Property Expenses,Expense,182.855
2019,Oct,CC102,2000005,Purchases,Expense,483.705
2019,Oct,CC102,3000000,Cash at Bank,Asset,-845.916
2019,Oct,CC102,3000001,Inventory,Asset,548.862
2019,Oct,CC102,3000002,Accounts Receivable,Asset,373.558
2019,Oct,CC102,4000001,Accounts Payable,Liability,-788
2019,Oct,CC200,1000000,Product Sales,Revenue,1331.225
2019,Oct,CC200,1000001,Licensing Revenue,Revenue,121.664
2019,Oct,CC200,1000002,Service Revenue,Revenue,665.36
2019,Oct,CC200,1000004,Fee Revenue,Revenue,530.592
2019,Oct,CC200,2000000,Cost of Good Sold,Expense,914.367
2019,Oct,CC200,2000001,Staff Expenses,Expense,501.367
2019,Oct,CC200,2000002,Technology Expenses,Expense,211.285
2019,Oct,CC200,2000003,Property Expenses,Expense,257.616
2019,Oct,CC200,2000005,Purchases,Expense,778.877
2019,Oct,CC200,3000000,Cash at Bank,Asset,420.015
2019,Oct,CC200,3000001,Inventory,Asset,497.868
2019,Oct,CC200,3000002,Accounts Receivable,Asset,566.754
2019,Oct,CC200,4000001,Accounts Payable,Liability,980
2019,Oct,CC201,1000000,Product Sales,Revenue,1123.068
2019,Oct,CC201,1000001,Licensing Revenue,Revenue,217.78
2019,Oct,CC201,1000002,Service Revenue,Revenue,990.987
2019,Oct,CC201,1000004,Fee Revenue,Revenue,341.65
2019,Oct,CC201,2000000,Cost of Good Sold,Expense,808.436
2019,Oct,CC201,2000001,Staff Expenses,Expense,654.698
2019,Oct,CC201,2000002,Technology Expenses,Expense,388.538
2019,Oct,CC201,2000003,Property Expenses,Expense,501.208
2019,Oct,CC201,2000005,Purchases,Expense,719.598
2019,Oct,CC201,3000000,Cash at Bank,Asset,-352.573
2019,Oct,CC201,3000001,Inventory,Asset,548.219
2019,Oct,CC201,3000002,Accounts Receivable,Asset,460.819
2019,Oct,CC201,4000001,Accounts Payable,Liability,980
2019,Oct,CC202,1000000,Product Sales,Revenue,1589.789
2019,Oct,CC202,1000001,Licensing Revenue,Revenue,138.872
2019,Oct,CC202,1000002,Service Revenue,Revenue,1157.266
2019,Oct,CC202,1000004,Fee Revenue,Revenue,589.72
2019,Oct,CC202,2000000,Cost of Good Sold,Expense,1227.11
2019,Oct,CC202,2000001,Staff Expenses,Expense,810.539
2019,Oct,CC202,2000002,Technology Expenses,Expense,523.026
2019,Oct,CC202,2000003,Property Expenses,Expense,598.518
2019,Oct,CC202,2000005,Purchases,Expense,1043.406
2019,Oct,CC202,3000000,Cash at Bank,Asset,-276.913
2019,Oct,CC202,3000001,Inventory,Asset,546.095
2019,Oct,CC202,3000002,Accounts Receivable,Asset,13.614
2019,Oct,CC202,4000001,Accounts Payable,Liability,788
2019,Oct,CC300,1000000,Product Sales,Revenue,731.747
2019,Oct,CC300,1000001,Licensing Revenue,Revenue,234.477
2019,Oct,CC300,1000002,Service Revenue,Revenue,754.012
2019,Oct,CC300,1000004,Fee Revenue,Revenue,999.512
2019,Oct,CC300,2000000,Cost of Good Sold,Expense,519.72
2019,Oct,CC300,2000001,Staff Expenses,Expense,504.686
2019,Oct,CC300,2000002,Technology Expenses,Expense,221.912
2019,Oct,CC300,2000003,Property Expenses,Expense,267.091
2019,Oct,CC300,2000005,Purchases,Expense,477.759
2019,Oct,CC300,3000000,Cash at Bank,Asset,-527.129
2019,Oct,CC300,3000001,Inventory,Asset,763.926
2019,Oct,CC300,3000002,Accounts Receivable,Asset,567.131
2019,Oct,CC300,4000001,Accounts Payable,Liability,-204
2019,Oct,CC301,1000000,Product Sales,Revenue,745.563
2019,Oct,CC301,1000001,Licensing Revenue,Revenue,246.166
2019,Oct,CC301,1000002,Service Revenue,Revenue,1909.546
2019,Oct,CC301,1000004,Fee Revenue,Revenue,588.111
2019,Oct,CC301,2000000,Cost of Good Sold,Expense,588.376
2019,Oct,CC301,2000001,Staff Expenses,Expense,894.818
2019,Oct,CC301,2000002,Technology Expenses,Expense,625.119
2019,Oct,CC301,2000003,Property Expenses,Expense,747.531
2019,Oct,CC301,2000005,Purchases,Expense,457.568
2019,Oct,CC301,3000000,Cash at Bank,Asset,18.663
2019,Oct,CC301,3000001,Inventory,Asset,526.615
2019,Oct,CC301,3000002,Accounts Receivable,Asset,547.623
2019,Oct,CC301,4000001,Accounts Payable,Liability,980
2019,Oct,CC302,1000000,Product Sales,Revenue,271.939
2019,Oct,CC302,1000001,Licensing Revenue,Revenue,14.731
2019,Oct,CC302,1000002,Service Revenue,Revenue,209.338
2019,Oct,CC302,1000004,Fee Revenue,Revenue,313.105
2019,Oct,CC302,2000000,Cost of Good Sold,Expense,15.959
2019,Oct,CC302,2000001,Staff Expenses,Expense,52.664
2019,Oct,CC302,2000002,Technology Expenses,Expense,102.16
2019,Oct,CC302,2000003,Property Expenses,Expense,40.732
2019,Oct,CC302,2000005,Purchases,Expense,14.784
2019,Oct,CC302,3000000,Cash at Bank,Asset,-800.212
2019,Oct,CC302,3000001,Inventory,Asset,647.379
2019,Oct,CC302,3000002,Accounts Receivable,Asset,172.962
2019,Oct,CC302,4000001,Accounts Payable,Liability,-592
2019,Nov,CC100,1000000,Product Sales,Revenue,1718.637
2019,Nov,CC100,1000001,Licensing Revenue,Revenue,328.592
2019,Nov,CC100,1000002,Service Revenue,Revenue,684.88
2019,Nov,CC100,1000004,Fee Revenue,Revenue,261.677
2019,Nov,CC100,2000000,Cost of Good Sold,Expense,1174.434
2019,Nov,CC100,2000001,Staff Expenses,Expense,425.815
2019,Nov,CC100,2000002,Technology Expenses,Expense,375.556
2019,Nov,CC100,2000003,Property Expenses,Expense,655.527
2019,Nov,CC100,2000005,Purchases,Expense,1021.073
2019,Nov,CC100,3000000,Cash at Bank,Asset,322.458
2019,Nov,CC100,3000001,Inventory,Asset,573.011
2019,Nov,CC100,3000002,Accounts Receivable,Asset,375.04
2019,Nov,CC100,4000001,Accounts Payable,Liability,784
2019,Nov,CC101,1000000,Product Sales,Revenue,937.005
2019,Nov,CC101,1000001,Licensing Revenue,Revenue,585.752
2019,Nov,CC101,1000002,Service Revenue,Revenue,1368.79
2019,Nov,CC101,1000004,Fee Revenue,Revenue,759.306
2019,Nov,CC101,2000000,Cost of Good Sold,Expense,690.996
2019,Nov,CC101,2000001,Staff Expenses,Expense,615.664
2019,Nov,CC101,2000002,Technology Expenses,Expense,502.695
2019,Nov,CC101,2000003,Property Expenses,Expense,734.627
2019,Nov,CC101,2000005,Purchases,Expense,714.555
2019,Nov,CC101,3000000,Cash at Bank,Asset,345.388
2019,Nov,CC101,3000001,Inventory,Asset,548.241
2019,Nov,CC101,3000002,Accounts Receivable,Asset,88.345
2019,Nov,CC101,4000001,Accounts Payable,Liability,-404
2019,Nov,CC102,1000000,Product Sales,Revenue,943.867
2019,Nov,CC102,1000001,Licensing Revenue,Revenue,766.085
2019,Nov,CC102,1000002,Service Revenue,Revenue,685.567
2019,Nov,CC102,1000004,Fee Revenue,Revenue,491.57
2019,Nov,CC102,2000000,Cost of Good Sold,Expense,606.026
2019,Nov,CC102,2000001,Staff Expenses,Expense,474.308
2019,Nov,CC102,2000002,Technology Expenses,Expense,380.585
2019,Nov,CC102,2000003,Property Expenses,Expense,430.067
2019,Nov,CC102,2000005,Purchases,Expense,518.924
2019,Nov,CC102,3000000,Cash at Bank,Asset,-213.854
2019,Nov,CC102,3000001,Inventory,Asset,512.225
2019,Nov,CC102,3000002,Accounts Receivable,Asset,173.661
2019,Nov,CC102,4000001,Accounts Payable,Liability,-784
2019,Nov,CC200,1000000,Product Sales,Revenue,675.176
2019,Nov,CC200,1000001,Licensing Revenue,Revenue,512.721
2019,Nov,CC200,1000002,Service Revenue,Revenue,558.187
2019,Nov,CC200,1000004,Fee Revenue,Revenue,645.859
2019,Nov,CC200,2000000,Cost of Good Sold,Expense,319.264
2019,Nov,CC200,2000001,Staff Expenses,Expense,250.31
2019,Nov,CC200,2000002,Technology Expenses,Expense,286.361
2019,Nov,CC200,2000003,Property Expenses,Expense,248.321
2019,Nov,CC200,2000005,Purchases,Expense,292.378
2019,Nov,CC200,3000000,Cash at Bank,Asset,57.188
2019,Nov,CC200,3000001,Inventory,Asset,483.489
2019,Nov,CC200,3000002,Accounts Receivable,Asset,326.23
2019,Nov,CC200,4000001,Accounts Payable,Liability,-406
2019,Nov,CC201,1000000,Product Sales,Revenue,1507.825
2019,Nov,CC201,1000001,Licensing Revenue,Revenue,559.282
2019,Nov,CC201,1000002,Service Revenue,Revenue,624.93
2019,Nov,CC201,1000004,Fee Revenue,Revenue,530.527
2019,Nov,CC201,2000000,Cost of Good Sold,Expense,734.703
2019,Nov,CC201,2000001,Staff Expenses,Expense,257.087
2019,Nov,CC201,2000002,Technology Expenses,Expense,313.275
2019,Nov,CC201,2000003,Property Expenses,Expense,466.554
2019,Nov,CC201,2000005,Purchases,Expense,837.222
2019,Nov,CC201,3000000,Cash at Bank,Asset,890.453
2019,Nov,CC201,3000001,Inventory,Asset,504.687
2019,Nov,CC201,3000002,Accounts Receivable,Asset,708.045
2019,Nov,CC201,4000001,Accounts Payable,Liability,788
2019,Nov,CC202,1000000,Product Sales,Revenue,1299.077
2019,Nov,CC202,1000001,Licensing Revenue,Revenue,611.682
2019,Nov,CC202,1000002,Service Revenue,Revenue,719.582
2019,Nov,CC202,1000004,Fee Revenue,Revenue,756.236
2019,Nov,CC202,2000000,Cost of Good Sold,Expense,1063.846
2019,Nov,CC202,2000001,Staff Expenses,Expense,482.739
2019,Nov,CC202,2000002,Technology Expenses,Expense,370.616
2019,Nov,CC202,2000003,Property Expenses,Expense,519.02
2019,Nov,CC202,2000005,Purchases,Expense,900.909
2019,Nov,CC202,3000000,Cash at Bank,Asset,622.542
2019,Nov,CC202,3000001,Inventory,Asset,403.541
2019,Nov,CC202,3000002,Accounts Receivable,Asset,266.156
2019,Nov,CC202,4000001,Accounts Payable,Liability,594
2019,Nov,CC300,1000000,Product Sales,Revenue,1363.415
2019,Nov,CC300,1000001,Licensing Revenue,Revenue,497.858
2019,Nov,CC300,1000002,Service Revenue,Revenue,1234.331
2019,Nov,CC300,1000004,Fee Revenue,Revenue,407.336
2019,Nov,CC300,2000000,Cost of Good Sold,Expense,978.91
2019,Nov,CC300,2000001,Staff Expenses,Expense,883.043
2019,Nov,CC300,2000002,Technology Expenses,Expense,544.094
2019,Nov,CC300,2000003,Property Expenses,Expense,732.655
2019,Nov,CC300,2000005,Purchases,Expense,888.725
2019,Nov,CC300,3000000,Cash at Bank,Asset,2.41
2019,Nov,CC300,3000001,Inventory,Asset,666.209
2019,Nov,CC300,3000002,Accounts Receivable,Asset,465.16
2019,Nov,CC300,4000001,Accounts Payable,Liability,204
2019,Nov,CC301,1000000,Product Sales,Revenue,1361.918
2019,Nov,CC301,1000001,Licensing Revenue,Revenue,663.932
2019,Nov,CC301,1000002,Service Revenue,Revenue,1580.608
2019,Nov,CC301,1000004,Fee Revenue,Revenue,798.208
2019,Nov,CC301,2000000,Cost of Good Sold,Expense,965.912
2019,Nov,CC301,2000001,Staff Expenses,Expense,533.884
2019,Nov,CC301,2000002,Technology Expenses,Expense,679.657
2019,Nov,CC301,2000003,Property Expenses,Expense,747.653
2019,Nov,CC301,2000005,Purchases,Expense,879.068
2019,Nov,CC301,3000000,Cash at Bank,Asset,679.92
2019,Nov,CC301,3000001,Inventory,Asset,469.919
2019,Nov,CC301,3000002,Accounts Receivable,Asset,349.715
2019,Nov,CC301,4000001,Accounts Payable,Liability,588
2019,Nov,CC302,1000000,Product Sales,Revenue,662.277
2019,Nov,CC302,1000001,Licensing Revenue,Revenue,775.715
2019,Nov,CC302,1000002,Service Revenue,Revenue,269.178
2019,Nov,CC302,1000004,Fee Revenue,Revenue,251.493
2019,Nov,CC302,2000000,Cost of Good Sold,Expense,439
2019,Nov,CC302,2000001,Staff Expenses,Expense,222.554
2019,Nov,CC302,2000002,Technology Expenses,Expense,197.641
2019,Nov,CC302,2000003,Property Expenses,Expense,266.792
2019,Nov,CC302,2000005,Purchases,Expense,356.261
2019,Nov,CC302,3000000,Cash at Bank,Asset,-524.273
2019,Nov,CC302,3000001,Inventory,Asset,643.494
2019,Nov,CC302,3000002,Accounts Receivable,Asset,181.761
2019,Nov,CC302,4000001,Accounts Payable,Liability,-794
2019,Dec,CC100,1000000,Product Sales,Revenue,1255.978
2019,Dec,CC100,1000001,Licensing Revenue,Revenue,712.648
2019,Dec,CC100,1000002,Service Revenue,Revenue,974.388
2019,Dec,CC100,1000004,Fee Revenue,Revenue,431.811
2019,Dec,CC100,2000000,Cost of Good Sold,Expense,832.194
2019,Dec,CC100,2000001,Staff Expenses,Expense,613.149
2019,Dec,CC100,2000002,Technology Expenses,Expense,451.523
2019,Dec,CC100,2000003,Property Expenses,Expense,529.215
2019,Dec,CC100,2000005,Purchases,Expense,768.36
2019,Dec,CC100,3000000,Cash at Bank,Asset,531.639
2019,Dec,CC100,3000001,Inventory,Asset,492.408
2019,Dec,CC100,3000002,Accounts Receivable,Asset,720.434
2019,Dec,CC100,4000001,Accounts Payable,Liability,984
2019,Dec,CC101,1000000,Product Sales,Revenue,538.307
2019,Dec,CC101,1000001,Licensing Revenue,Revenue,962.153
2019,Dec,CC101,1000002,Service Revenue,Revenue,928.348
2019,Dec,CC101,1000004,Fee Revenue,Revenue,497.782
2019,Dec,CC101,2000000,Cost of Good Sold,Expense,209.158
2019,Dec,CC101,2000001,Staff Expenses,Expense,663.007
2019,Dec,CC101,2000002,Technology Expenses,Expense,413.94
2019,Dec,CC101,2000003,Property Expenses,Expense,496.276
2019,Dec,CC101,2000005,Purchases,Expense,377.866
2019,Dec,CC101,3000000,Cash at Bank,Asset,-309.201
2019,Dec,CC101,3000001,Inventory,Asset,529.166
2019,Dec,CC101,3000002,Accounts Receivable,Asset,302.262
2019,Dec,CC101,4000001,Accounts Payable,Liability,-784
2019,Dec,CC102,1000000,Product Sales,Revenue,1060.593
2019,Dec,CC102,1000001,Licensing Revenue,Revenue,564.916
2019,Dec,CC102,1000002,Service Revenue,Revenue,679.576
2019,Dec,CC102,1000004,Fee Revenue,Revenue,539.227
2019,Dec,CC102,2000000,Cost of Good Sold,Expense,640.08
